,title,year,rating,dubious,imdbid,id
592,"Strange Woman, The",1946,3,0,38990,3145
593,My Darling Clementine,1946,1,0,38762,3783
594,"Best Years of Our Lives, The",1946,2,0,36868,3982
595,Dressed to Kill,1946,3,0,38494,4002
596,Duel in the sun,1946,2,0,38499,4900
597,"Chase, The",1946,1,0,38409,5497
598,Song of the South,1946,2,0,38969,5646
599,Terror by Night,1946,1,0,39017,5872
600,"Dark Corner, The",1946,1,0,38453,5961
601,"Stranger, The",1946,3,0,38991,7671
602,Make Mine Music,1946,1,0,38718,8052
603,"Years Between, The",1946,3,0,39112,8354
604,Great Expectations,1946,2,0,38574,9182
605,Black Narcissus,1947,3,0,39192,1211
606,"Exile, The",1947,1,0,39360,1235
607,Odd Man Out,1947,2,0,39677,1278
608,Good News,1947,2,0,39431,1679
609,"Shocking Miss Pilgrim, The",1947,3,0,39819,1681
610,"Egg and I, The",1947,3,0,39349,2287
611,"Paradine Case, The",1947,2,0,39694,2330
612,"Ghost and Mrs. Muir, The",1947,3,0,39420,3047
613,Gunfighters,1947,2,0,39441,3112
614,Crossfire,1947,2,0,39286,4411
615,Calendar Girl,1947,2,0,39236,5779
616,Build My Gallows High,1947,2,0,39689,6550
617,Nada,1947,3,0,39650,7432
618,Fun &amp; Fancy Free,1947,1,0,39404,8053
619,Body and Soul,1947,3,0,39204,8619
620,Dishonored Lady,1947,3,0,39324,8646
621,"Unfinished Dance, The",1947,3,0,39938,8729
622,"Lady from Shanghai, The",1947,0,0,40525,8756
623,Miracle on 34th Street,1947,3,1,39628,8989
624,Gentleman&#39;s Agreement,1947,1,0,39416,9598
625,Red River,1948,0,0,40724,1320
626,"Red Shoes, The",1948,3,0,40725,1229
627,Hamlet,1948,1,0,40416,1232
628,Bonnie Prince Charlie,1948,2,0,40183,1236
629,Enchantment,1948,3,0,40321,1241
630,Anna Karenina,1948,2,0,40098,1262
631,Command Decision,1948,0,0,40242,1354
632,Rudolph the Red-Nosed Reindeer,1948,0,0,156031,1601
633,Easter Parade,1948,3,1,40308,1677
634,Rope,1948,0,0,40746,2040
635,"Snake Pit, The",1948,3,0,40806,2098
636,Casbah,1948,1,0,40214,2256
637,"Fuller Brush Man, The",1948,1,0,40379,2300
638,Mr. Blandings Builds His Dream House,1948,3,0,40613,2445
639,"Treasure of the Sierra Madre, The",1948,0,0,40897,3239
640,I Remember Mama,1948,3,0,40458,4390
641,Act of Violence,1948,2,0,41088,4944
642,Call Northside 777,1948,1,0,40202,5115
643,Joan of Arc,1948,3,0,40491,6363
644,Bicycle Thieves,1948,2,0,40522,6517
645,Melody Time,1948,1,0,40580,8054
646,Macbeth,1948,1,0,40558,8264
647,It Happened in Europe,1948,0,0,39949,8559
648,"Third Man, The",1949,0,0,41959,611
649,"Barkleys of Broadway, The",1949,3,0,41158,1684
650,On the Town,1949,3,0,41716,1690
651,Adam&#39;s Rib,1949,3,0,41090,1716
652,Pinky,1949,3,0,41746,1736
653,Caught,1949,3,0,40221,1841
654,"Set-Up, The",1949,0,0,41859,1986
655,Little Women,1949,3,0,41594,2232
656,Mighty Joe Young,1949,0,0,41650,2651
657,"Man on the Eiffel Tower, The",1949,2,0,41628,2849
658,Late Spring,1949,3,0,41154,3539
659,A Letter to Three Wives,1949,3,0,41587,3967
660,Kind Hearts and Coronets,1949,1,0,41546,4008
661,"Fountainhead, The",1949,1,0,41386,4554
662,"Heiress, The",1949,3,0,41452,6358
663,I Was a Male War Bride,1949,2,0,41498,7018
664,"Adventures of Ichabod and Mr. Toad, The",1949,0,0,41094,7059
665,Under Capricorn,1949,3,0,42004,7341
666,All the King&#39;s Men,1949,1,0,41113,9597
667,Tarzan&#39;s Magic Fountain,1949,0,0,41947,9702
668,Jour de Fete,1949,0,0,40497,9982
669,Flame of My Love,1949,3,0,42031,10135
670,All About Eve,1950,3,,42192,139
671,Sunset Blvd.,1950,3,0,43014,608
672,Cinderella,1950,3,0,42332,1057
673,Rashomon,1950,0,0,42876,1402
674,Summer Stock,1950,3,0,43012,1678
675,"Asphalt Jungle, The",1950,1,0,42208,2099
676,Harvey,1950,2,0,42546,2596
677,Orpheus,1950,2,0,41719,3295
678,Born Yesterday,1950,3,0,42276,3990
679,"Flying Saucer, The",1950,1,0,42469,4031
680,In a Lonely Place,1950,2,0,42593,4417
681,Odette,1950,3,0,43871,4521
682,No Way Out,1950,3,0,42792,5232
683,D.O.A.,1950,1,0,42369,5350
684,Stage Fright,1950,3,0,42994,6233
685,Scandal,1950,3,0,42958,7144
686,Les enfants terribles,1950,3,0,42436,7836
687,Three Secrets,1950,3,0,43045,8363
688,Tarzan and the Slave Girl,1950,0,0,43025,9700
689,Caged,1950,3,0,42296,10059
690,Ace In The Hole,1951,2,0,43338,871
691,Strangers on a Train,1951,2,0,44079,1417
692,Alice in Wonderland,1951,3,0,43274,1207
693,"African Queen, The",1951,0,0,43265,1491
694,"Day the Earth Stood Still, The",1951,3,0,43456,1916
695,A Streetcar Named Desire,1951,3,0,44081,2930
696,Show Boat,1951,3,0,44030,2977
697,Diary of a Country Priest,1951,1,0,42619,2989
698,An American in Paris,1951,1,0,43278,3389
699,Early Summer,1951,3,0,43313,3222
700,"Thing from Another World, The",1951,1,0,44121,3293
701,Bellissima,1951,3,0,43332,3825
702,Take Care of My Little Girl,1951,3,0,44100,4510
703,Quo Vadis,1951,3,1,43949,5092
704,Cause for Alarm!,1951,3,0,43390,5739
705,Westward the Women,1951,3,0,44205,6498
706,"Idiot, The",1951,3,0,43614,7157
707,Surcos,1951,3,0,44092,7435
708,Tarzan&#39;s Peril,1951,1,0,43695,9703
709,Singin&#39; in the Rain,1952,3,0,45152,612
710,"Magic Box, The",1952,2,0,43769,1243
711,"Big Sky, The",1952,0,0,44419,1465
712,Lovely to Look at,1952,3,0,44855,1689
713,High Noon,1952,2,0,44706,2704
714,"Quiet Man, The",1952,1,0,45061,2737
715,Clash by Night,1952,3,0,44502,3403
716,Forbidden Games,1952,3,0,43686,5972
717,Limelight,1952,1,0,44837,6917
718,"Snows of Kilimanjaro, The",1952,1,0,45162,6941
719,Ikiru,1952,1,0,44741,7162
720,"Bad and the Beautiful, The",1952,2,1,44391,7323
721,Europe &#39;51,1952,3,0,43511,8241
722,"Greatest Show on Earth, The",1952,2,0,44672,9596
723,Tarzan&#39;s Savage Fury,1952,0,0,45220,9701
724,Parasakthi,1952,2,0,215033,9955
725,"Story of Robin Hood and His Merrie Men, The",1952,3,0,45197,9975
726,Julius Caesar,1953,1,0,45943,1272
727,Peter Pan,1953,3,1,46183,1118
728,Le Salaire de la Peur,1953,1,0,46268,1444
729,Roman holiday,1953,3,0,46250,1554
730,Mogambo,1953,2,0,46085,1362
731,Tokyo Story,1953,3,0,46438,1630
732,"Band Wagon, The",1953,1,0,45537,1692
733,Stalag 17,1953,0,0,46359,1883
734,"War of the Worlds, The",1953,1,0,46534,2375
735,Calamity Jane,1953,3,0,45591,2427
736,Gentlemen Prefer Blondes,1953,3,0,45810,2547
737,"Cruel Sea, The",1953,3,0,45659,2553
738,Miss Sadie Thompson,1953,3,0,46076,3124
739,Salome,1953,3,0,46269,3125
740,Shane,1953,1,0,46303,3303
741,Mesa of Lost Women,1953,1,0,46066,3958
742,From Here to Eternity,1953,3,0,45793,4071
743,"Hitch-Hiker, The",1953,0,0,45877,4301
744,I Confess,1953,1,0,45897,4616
745,"Big Heat, The",1953,3,0,45555,4854
746,How to Marry a Millionaire,1953,3,0,45891,4909
747,Fear and Desire,1953,0,0,45758,5366
748,Pickup on South Street,1953,3,0,46187,5736
749,Mr. Hulot&#39;s Holiday,1953,3,0,46487,5937
750,Ugetsu,1953,2,0,46478,5973
751,Summer with Monika,1953,3,0,46345,5998
752,Glen or Glenda,1953,0,0,45826,6797
753,"Wild One, The",1953,1,0,47677,7693
754,"Beast from 20,000 Fathoms, The",1953,1,0,45546,7900
755,Inferno,1953,0,0,45911,8011
756,"5,000 Fingers of Dr. T., The",1953,0,0,45464,8466
757,It Came from Outer Space,1953,2,0,45920,8634
758,"earrings of Madame de..., The",1953,3,0,46022,9004
759,House of Wax,1953,3,0,45888,9290
760,Tarzan and the She-Devil,1953,1,0,46404,9704
761,Phffft,1954,2,0,47349,586
762,Touchez pas au grisbi,1954,1,0,46451,657
763,Seven Brides for Seven Brothers,1954,3,0,47472,1351
764,White Christmas,1954,3,0,47673,1391
765,Johnny Guitar,1954,2,0,47136,1694
766,On the Waterfront,1954,0,0,47296,1812
767,20000 Leagues Under the Sea,1954,0,0,46672,1965
768,Rear Window,1954,3,1,47396,2132
769,Them!,1954,1,0,47573,2158
770,Sabrina,1954,3,0,47437,2294
771,Hobson&#39;s Choice,1954,3,0,47094,2426
772,Knock on Wood,1954,1,0,47152,2746
773,Dial M for Murder,1954,0,0,46912,3337
774,Shichinin no samurai,1954,0,0,47478,3600
775,A Star Is Born,1954,1,0,47522,3674
776,Executive Suite,1954,2,0,46963,3925
777,Journey to Italy,1954,3,0,46511,3954
778,"Glenn Miller Story, The",1954,2,0,47030,3993
779,Three Coins in the Fountain,1954,3,0,47580,4048
780,Late Chrysanthemuns,1954,3,0,46750,4710
781,Creature from the Black Lagoon,1954,0,0,46876,4883
782,Attila,1954,2,0,46731,5124
783,Salt of the Earth,1954,3,0,47443,5356
784,Gojira,1954,1,0,47034,5505
785,Animal Farm,1954,0,0,47834,7346
786,Uwasa no onna,1954,3,0,47638,7580
787,Comicos,1954,3,0,45665,7610
788,An American in Rome,1954,1,0,46705,8109
789,Carmen Jones,1954,3,0,46828,8441
790,Miseria e nobilta,1954,3,0,47238,9054
791,Jail Bait,1954,3,0,47127,9176
792,"Caine Mutiny, The",1954,1,0,46816,9567
793,To Catch a Thief,1955,3,0,48728,782
794,"Night of the Hunter, The",1955,3,0,48424,878
795,Lady and the Tramp,1955,2,0,48280,1170
796,Daddy Long Legs,1955,3,0,47969,1693
797,Sommarnattens leende (Smiles of a Summer Night),1955,2,0,48641,1735
798,"Ladykillers, The",1955,3,1,48281,1827
799,Guys and Dolls,1955,3,1,48140,2115
800,Diabolique,1955,3,0,46911,2344
801,"Dam Busters, The",1955,1,0,46889,2552
802,Rebel Without a Cause,1955,1,0,48545,2926
803,"Fast and the Furious, The",1955,3,1,46969,3158
804,"Big Combo, The",1955,2,0,47878,3339
805,Rififi,1955,1,0,48021,3404
806,We&#39;re No Angels,1955,3,0,48801,3739
807,Bride of the Monster,1955,3,0,47898,4073
808,Tarantula,1955,0,0,48696,4108
809,Marty,1955,3,0,48356,4442
810,Oklahoma!,1955,3,1,48445,4754
811,"Seven Year Itch, The",1955,1,0,48605,4896
812,Summertime,1955,3,0,48673,5165
813,Killer&#39;s Kiss,1955,1,0,48254,5403
814,Pather Panchali,1955,3,0,48473,5471
815,Godzilla Raids Again,1955,2,0,48127,6055
816,This Island Earth,1955,0,0,47577,6468
817,"Glass Slipper, The",1955,3,0,48124,6481
818,My Sister Eileen,1955,3,0,48401,6615
819,"Prisoner, The",1955,0,0,48512,7262
820,"Trouble with Harry, The",1955,2,0,48750,7360
821,"Prodigal, The",1955,3,0,48517,7797
822,Les grandes manoeuvres,1955,3,0,48133,7878
823,Not as a Stranger,1955,2,0,48432,8014
824,"Searchers, The",1956,3,,49730,357
825,"Spanish Gardener, The",1956,2,0,49787,1559
826,"Bad Seed, The",1956,3,0,48977,1216
827,"King and I, The",1956,2,0,49408,1092
828,"Iron Petticoat, The",1956,1,0,49369,1545
829,"Wrong Man, The",1956,1,0,51207,2219
830,Forbidden Planet,1956,0,0,49223,2306
831,Gunslinger,1956,3,0,49287,2647
832,Invasion of the Body Snatchers,1956,3,0,49366,2698
833,"Court Jester, The",1956,2,0,49096,2730
834,War and Peace,1956,3,0,49934,2861
835,Bigger Than Life,1956,0,0,49010,2904
836,"Ten Commandments, The",1956,2,0,49833,3076
837,...And God Created Woman,1956,3,0,49189,3409
838,Around the World in Eighty Days,1956,0,0,48960,3981
839,"Proud and Profane, The",1956,3,0,49640,4245
840,Indestructible Man,1956,1,0,49363,4402
841,Bus Stop,1956,3,0,49038,4670
842,"Killing, The",1956,1,0,49406,5414
843,Aparajito,1956,3,0,48956,5470
844,Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,1956,0,0,49902,5555
845,Saboteur,1956,1,0,35279,5938
846,Rodan,1956,1,0,49782,6064
847,"Man Who Never Was, The",1956,3,1,49471,6308
848,High Society,1956,3,0,49314,6641
849,Calle mayor [Main Street],1956,3,1,49043,7394
850,"Man Who Knew Too Much, The",1956,2,0,49470,7442
851,Flowing,1956,3,0,49537,8314
852,"Unguarded Moment, The",1956,1,0,49904,8358
853,Eyewitness,1956,3,0,49196,8398
854,Sissi - The Young Empress,1956,3,1,49762,8872
855,La banda degli onesti,1956,2,0,48981,9055
856,"Captain from Kopenick, The",1956,1,0,49293,9719
857,Le coup du berger,1956,3,0,49095,9993
858,12 Angry Men,1957,0,,50083,302
859,"True Story of Jesse James, The",1957,2,0,51114,965
860,Desk Set,1957,3,0,50307,993
861,"Cranes Are Flying, The",1957,3,0,50634,1015
862,"Incredible Shrinking Man, The",1957,0,0,50539,1291
863,Paths of Glory,1957,0,0,50825,1274
864,Old Yeller,1957,1,0,50798,1121
865,Three Faces of Eve,1957,0,0,51077,1660
866,Funny Face,1957,3,0,50419,1747
867,Nights of Cabiria,1957,3,0,50783,1765
868,Kanal,1957,1,0,50585,1800
869,"Enemy Below, The",1957,0,0,50356,1989
870,"Seventh Seal, The",1957,1,0,50976,2043
871,Night of the Demon,1957,3,1,50766,2160
872,Sweet Smell of Success,1957,1,0,51036,2301
873,Fire Down Below,1957,0,0,50397,2420
874,"Heaven Knows, Mr. Allison",1957,0,0,50490,2429
875,Smultronst&auml;llet (Wild Strawberries),1957,2,0,50986,2520
876,Sayonara,1957,2,0,50933,2578
877,Tammy and the Bachelor,1957,3,0,51051,2895
878,"Bridge on the River Kwai, The",1957,1,0,50212,2981
879,"Prince and the Showgirl, The",1957,3,0,50861,3007
880,An Affair to Remember,1957,2,0,50105,3429
881,Oedipus Rex,1957,1,1,50792,3994
882,A Face in the Crowd,1957,1,0,50371,4552
883,Sorority Girl,1957,3,0,50998,4559
884,Witness for the Prosecution,1957,1,0,51201,4933
885,"Mysterians, The",1957,3,0,50251,6624
886,Kiss Them for Me,1957,2,0,50599,7017
887,Forty Guns,1957,2,0,50407,7136
888,Throne of Blood,1957,0,0,50613,7165
889,Amanecer en Puerta Oscura,1957,3,0,50116,7420
890,El vampiro,1957,3,0,51151,8321
891,Island in the Sun,1957,3,0,50549,8685
892,Kronos,1957,0,0,50610,8736
893,Danger stalks near,1957,3,0,50421,9006
894,Vertigo,1958,1,0,52357,609
895,M&auml;dchen in Uniform,1958,3,0,51964,1572
896,"Fabulous World of Jules Verne, The",1958,0,0,52374,1247
897,"Vikings, The",1958,2,0,52365,1255
898,Run Silent Run Deep,1958,0,0,52151,1363
899,Teacher&#39;s Pet,1958,1,0,52278,1364
900,"Fly, The",1958,2,1,51622,2281
901,"Day the Sky Exploded, The",1958,1,0,51951,2373
902,Dracula (Horror of Dracula),1958,3,0,51554,2476
903,"Wild Women of Wongo, The",1958,3,0,52394,2585
904,"Screaming Skull, The",1958,2,0,52169,2763
905,Mon Oncle,1958,3,0,50706,2823
906,Touch of Evil,1958,1,0,52311,3146
907,Gigi,1958,2,0,51658,3056
908,"Defiant Ones, The",1958,0,0,51525,3238
909,Auntie Mame,1958,3,0,51383,3321
910,Separate Tables,1958,3,0,52182,3926
911,South Pacific,1958,3,1,52225,3977
912,Indiscreet,1958,3,0,51773,4211
913,I Bury the Living,1958,1,1,51755,4410
914,"Inn of the Sixth Happiness, The",1958,3,0,51776,4849
915,Cat on a Hot Tin Roof,1958,3,0,51459,6012
916,Love Is My Profession,1958,3,0,51579,6938
917,Blood of the Vampire,1958,0,0,51422,7054
918,"Hidden Fortress, The",1958,0,0,51808,7135
919,It! The Terror from Beyond Space,1958,1,0,51786,7606
920,Brink of Life,1958,3,0,52017,8344
921,I Want To Live!,1958,3,0,51758,8450
922,"400 Blows, The",1959,0,,53198,236
923,Sleeping Beauty,1959,3,0,53285,474
924,Ben-Hur,1959,3,0,52618,1419
925,Journey to the Center of the Earth,1959,1,0,52948,1256
926,"Nun&#39;s Story, The",1959,3,0,53131,1555
927,Darby O&#39;Gill and the Little People,1959,3,0,52722,1591
928,Some Like It Hot,1959,3,0,53291,2023
929,Imitation of Life,1959,3,0,52918,2095
930,North By Northwest,1959,1,0,53125,2228
931,"Suddenly, Last Summer",1959,3,0,53318,2645
932,"Giant Gila Monster, The",1959,3,0,52846,2796
933,Araya,1959,3,0,51372,3119
934,"Tingler, The",1959,1,0,53363,3166
935,Come Dance with Me!,1959,3,0,53428,3442
936,Good Morning (Ohay&ocirc;),1959,3,0,53134,3525
937,"Great War, The",1959,1,0,52861,3608
938,Ghost of Dragstrip Hollow,1959,3,0,52844,4050
939,A Bucket of Blood,1959,2,0,52655,4065
940,Anatomy of a Murder,1959,1,0,52561,4199
941,House on Haunted Hill,1959,3,1,51744,4373
942,"Wasp Woman, The",1959,3,1,54462,4392
943,"Bat, The",1959,3,0,52602,4523
944,Gidget,1959,3,0,52847,6405
945,Battle in Outer Space,1959,1,0,53388,6645
946,Apur Sansar,1959,0,0,52572,6833
947,Rio Bravo,1959,1,0,53221,6901
948,Pillow Talk,1959,3,0,53172,8392
949,"World, The Flesh and The Devil, The",1959,0,0,53454,8677
950,Plan 9 from Outer Space,1959,1,0,52077,9161
951,Night of the Ghouls,1959,1,0,156843,9169
952,Sleeping Beauty,1959,3,0,53285,9209
953,"Bridge, The",1959,3,0,52654,9379
954,Where the Boys Are,1960,2,0,54469,590
955,Les yeux sans visage,1960,3,0,53459,656
956,A bout de souffle,1960,0,0,53472,799
957,"Magnificent Seven, The",1960,0,0,54047,1295
958,Spartacus,1960,2,0,54331,1273
959,Inherit the Wind,1960,3,1,53946,1712
960,"Apartment, The",1960,3,0,53604,1995
961,Psycho,1960,3,0,54215,2039
962,Exodus,1960,3,0,53804,2144
963,Let&#39;s Make Love,1960,2,1,54022,2546
964,Late Autumn,1960,3,0,53579,2808
965,Body in the Web,1960,3,0,54333,2950
966,Rocco and His Brothers,1960,2,0,54248,2988
967,Black Sunday,1960,3,1,54067,3286
968,Testament of Orpheus,1960,1,0,54377,3294
969,Jigoku (Hell or The Sinners of Hell),1960,3,0,154683,3328
970,"City of the Dead, The",1960,3,0,53719,3634
971,Zazie dans le metro,1960,3,0,54494,3827
972,Make Mine Mink,1960,3,0,54049,4117
973,"Truth, The",1960,3,0,54452,5122
974,"Story of Ruth, The",1960,3,0,54343,5123
975,"Virgin Spring, The",1960,3,0,53976,5380
976,Wild River,1960,3,0,54476,6146
977,La Dolce Vita,1960,2,0,53779,6080
978,La ciociara,1960,3,0,54749,6756
979,Peeping Tom,1960,2,0,54167,6796
980,Le Trou,1960,0,0,54407,6854
981,"Brides of Dracula, The",1960,3,0,53677,8275
982,Shoot the Piano Player,1960,2,0,54389,8367
983,School for Scoundrels,1960,1,0,54279,8566
984,Conspiracy of Hearts,1960,3,0,53732,8992
985,Nerve on Sunday,1960,2,0,54198,9026
986,First Spaceship on Venus,1960,1,0,53250,9207
987,"Time Machine, The",1960,0,0,54387,9338
988,"Bad Sleep Well, The",1960,1,0,54460,9894
989,Les Bonnes Femmes,1960,3,0,53666,9992
990,Yojimbo,1961,1,0,55630,660
991,"Children&#39;s Hour, The",1961,3,0,54743,833
992,"Phantom Planet, The",1961,0,0,55294,1292
993,Breakfast at Tiffany&#39;s,1961,2,0,54698,1191
994,Mysterious Island,1961,0,0,55207,1257
995,Underworld U.S.A.,1961,3,0,55571,1165
996,One Hundred and One Dalmatians,1961,3,0,55254,1171
997,El Cid,1961,1,0,54847,1546
998,"Misfits, The",1961,3,0,55184,1365
999,"Hustler, The",1961,0,0,54997,1958
1000,"One, Two, Three",1961,3,1,55256,2392
1001,West Side Story,1961,3,0,55614,2560
1002,"Beast of Yucca Flats, The",1961,0,0,54673,2797
1003,Blue Hawaii,1961,3,0,54692,3724
1004,Paris Blues,1961,3,1,55278,3909
1005,Splendor in the Grass,1961,3,0,55471,4198
1006,A Taste of Honey,1961,3,0,55506,4539
1007,"Parent Trap, The",1961,3,0,55277,4580
1008,A Raisin in the Sun,1961,3,0,55353,5485
1009,Snow White and the Three Stooges,1961,3,0,55458,5797
1010,La Notte,1961,3,0,54130,6102
1011,Mothra,1961,0,0,55198,6448
1012,A Woman Is a Woman,1961,0,0,55572,6539
1013,"Guns of Navarone, The",1961,1,0,54953,6653
1014,"Curse of the Werewolf, The",1961,3,1,54777,7344
1015,"Leon Morin, Priest",1961,3,0,55082,7798
1016,Accattone,1961,3,0,54599,7831
